[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[17:32:04 | 16-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[17:32:06 | 16-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:15:00 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x42f8f157ec8d22d1b5274f472eade6009f74b96cdbf1e5e223ede388546a2fcb
[09:15:12 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xde141b7e2fde55c0dd5e54ef7d93cae38e8534fbc59508cc4f6915f37f9c89d4
[09:18:15 | 17-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:18:18 | 17-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:11:32 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd4cd58a9a10eec24298dad4745c23d2b5bc1b47e2f291aa931011f282562b8f7
[09:12:14 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa7258bd705025783072b6ee7a761934b85e2a41964c7a9303133cc4ef5310ae8
[09:15:17 | 18-02-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:15:20 | 18-02-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:12:15 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3ec42961be25d8773686a8609d9b77a30e734d5257fc4be7b22cae62364af75c
[09:12:28 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9eaa437b55562c6b6578280fdc468c3e9ce0ac520c78cfa2d8512533eb2823e3
[09:15:31 | 19-02-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:15:33 | 19-02-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:13:05 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x7d04039eba9b9554706527b7c12710029b5876a11b674699cdde84442d060253
[09:13:13 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x74fc5f6c4b9a4cd2ed22b814f8990afd7bcb83d9707f815be2e44c67f56f890d
[09:16:16 | 20-02-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:16:19 | 20-02-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:13:19 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe8c29e035e3454f20a61722cf337c9e4f4d905cb41b165044d44bed5257b9c63
[09:13:26 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x138c2768499a3f0231122632c2d59d37962e6e39ee4863254bb90765538546fd
[09:16:30 | 21-02-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:16:33 | 21-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:09:13 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7e50a5792e1423472ab0eb3a62a3bf3b379951ae96ecb5189d98a9dc104d45f2
[09:12:16 | 22-02-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:12:20 | 22-02-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:18:07 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb3e12f686e4a598ef9319619f4f02ce866537044d6688d4f9d970529dd2cd8a2
[09:18:14 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xbdcba95e67f36c456951995c7d79b6a19aaec5db1c299f25cd02bf9ff523cf37
[09:21:18 | 23-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:21:21 | 23-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:17:11 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x723ad6b4ecf287e71ee3ec226727cb3d3060784b83f4bf91b92aad0f04ce0d6e
[09:17:27 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x582e32ed7c2c88a6b57fe76ec7fd1f9ab6c55791e88fe59dc82441ca0afaa820
[09:20:31 | 24-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:20:34 | 24-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:15:12 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x818f73964ae81f69f55ea21e1cee5df6a82ce6eb0016a13ba1de5a8154545590
[09:18:15 | 25-02-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:18:18 | 25-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:14:58 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x937717c5943245a31b342693a8d714fc5841cebe254dced6f873b475d13a832f
[09:15:14 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x335488860840f5df439f2fec99a0aec32454474f76a2dc5d9646ca92b1cb0546
[09:18:17 | 26-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:18:20 | 26-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:15:40 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa226062de9a0e06877156609e4873bb5ac278948ffad73a43ca28b296c8896d0
[09:16:01 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2402c3f11ab1d7b314c9e70c24a724a87c0f059351f07b8c0ac1c32a47ba7b6e
[09:19:04 | 27-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:19:07 | 27-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:16:41 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe1ca7b3acdc0054e7fa976fed2eaaaefaf3c556aa939818990811bbe8213a01f
[09:16:48 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc76d00ded61a1b7d997a864b98ad32f261593b78362e041129933fa57331321a
[09:19:52 | 28-02-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:19:55 | 28-02-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:20:45 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xbe0da5df140efc0316e70ebb51579c8932fc5eeaa72a87e8b63678f1e21402c7
[09:21:04 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8f96ffd7c3ffd1c67ee9874fda8d5a6c55c84c4b5e5be8f09f0aff853efc1e1f
[09:24:07 | 01-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:24:10 | 01-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:19:47 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd90d217aed1decae0a15015c719af3c7e0150d5c22f2b85ca5c4b1fc03dc5b28
[09:20:04 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcdc49a3489648831f1a4591f60355a64636df631705a76c8904142b698b14368
[09:23:07 | 02-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:23:10 | 02-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:18:10 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6f27325dfb48094a80c3d11a0f12d883f1329f9e3fd8c3a8fba08ebaa6246cd4
[09:18:27 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7865cca4962c8964bdeee57ed77601c23a9bd486715fc88aa344d5112ba92bab
[09:21:29 | 03-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:21:32 | 03-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:17:29 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xafdc17321bf673d499537cc300df22589c759c2cb96bf27d95b9bc7f62010df0
[09:17:38 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x16fd49412fd98042ec941a2e88d69c9fa3eb93b1f253342ff09fc692451920f3
[09:20:41 | 04-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:20:43 | 04-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:17:12 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x535497a9de7d2a36ee18b3123762f4c0a671ff6b290d8714a381dac118354e6a
[09:17:27 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa03df9571fe4a414382789cf6bcaab1db887dedd330782926666eb7ad4450cea
[09:20:31 | 05-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:20:34 | 05-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:17:21 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x23db646c06b1a399d82a842a72f90441bbbef0d0920e337d224624891d62a5bb
[09:17:38 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xab08637345365cdd9bc3af5ce76782bef07380da3e19829baeafbd1774a1a6d4
[09:20:41 | 06-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:20:44 | 06-03-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:18:22 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc717e1531ac02a6982f1e4ee357b0f0df8765c02b5abf2d5f7329cce39e3ef6e
[09:19:27 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa0733af4302198e10bbdde398cadacbb10523740b25f4cf7a5f2c8dfc6ed1286
[09:22:30 | 07-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:22:33 | 07-03-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[08:51:26 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xacc44d1478946e8ac8cba500d1188ca2d6cc601f87f93dfd878d902caaf5e4d0
[08:51:41 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5dfa23eb784523b120587212248d5437c8e4d2be853f8eceb3145dc6c7297316
[08:54:45 | 08-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[08:54:48 | 08-03-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[08:58:00 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc11b8310e4af858ed9d69495385150a71e8adf3364687817caed935397df9948
[08:58:15 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x115030084839f1103e21a510c84c8ce200d9a390f56470eee7112ea61150c94a
[09:01:18 | 09-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:01:21 | 09-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[08:59:38 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe02317808fd009be2d2d662f915556ee3ce6c7fdffbb3015942710d24479e49b
[08:59:49 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x837b26f72558b5d69cbe65ff16e0edb4708c0d9e8ad5efc12dbe62ccda97d6a5
[09:02:53 | 10-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:02:56 | 10-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:18:16 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xad06bed6bbadf878ccb1d73456e7356c0dda63ba0cbea5fd79419b6530ad65e5
[09:18:28 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4d2a31bc1b8d0a2755b940060d8eedd8325b7fd094319810c52e8574d8044975
[09:21:31 | 11-03-2025] Transfer Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
[09:21:34 | 11-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:17:16 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf33c67ac59f71b91bb95a39a7cff278e80f06e363ec391c5280b89292e20797b
[09:20:19 | 12-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:20:22 | 12-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:19:13 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8c6066de7e545767a1cbd10f7e6179cb22ca3393b278770fe9625518a119ded4
[09:22:16 | 13-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:22:19 | 13-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:17:29 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4c55ec959e03079303af0431bc80e0d6e4338869893a1f3cf567eddd9e2d6a77
[09:20:32 | 14-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:20:35 | 14-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:15:28 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x13699cb8512aacf4d56c2ef053a23e9543d380d4c5971fa6fb5f444c91d779a1
[09:18:31 | 15-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:18:34 | 15-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:23:27 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4d1c1b088ea45ff3b964aa5c066aea41063b7ef8e02884237f00578f77111dc9
[09:26:30 | 16-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:26:33 | 16-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:21:28 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd9df696f453b00433664a5431da8f01214fe46ad010f71c53f7fde9aa91af58e
[09:24:31 | 17-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:24:34 | 17-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:20:51 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x0271e2de219dc1d89b2a9cfa4c3f72afe3b8e641b2cb0ecc333ff0664b89ea13
[09:23:54 | 18-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:23:58 | 18-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:19:50 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4bb8b4df7483ee419205c1d030eb06a4a6abd96666de9b2063d6a39b03cdf4e7
[09:22:53 | 19-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:22:56 | 19-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:18:52 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5b2e451d3ee37ca7e6ab31db0578b866098c4fcbb8a6e48ce6f46b081090826a
[09:21:55 | 20-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:21:58 | 20-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:20:38 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdc500fc0f5d663e227a6deb3af22818a9e2bb9a26121bebe45795f65d1c72213
[09:23:41 | 21-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:23:44 | 21-03-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
Error:
[09:17:04 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd8561244c321078fecbfda83e242203bb64a8ca321dcd8932a03a5a5faaa3e9f
[09:20:07 | 22-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:20:10 | 22-03-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
Error:
[09:25:49 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf6e303f6fed228d0615b497542d973fc6fae2fcd58158c18ee54b5b801a62c93
[09:28:52 | 23-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:28:55 | 23-03-2025] Bridge Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
Error:
[09:25:02 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x4b8475492d9ebe2900c45b27495519a3154696acff1cfbc397ddc80a23e57d41
[09:28:05 | 24-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:28:08 | 24-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:21:24 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfd104907f3f979dc42f5f8e060eba81055997f2f8c09cd28935f3d42ae8dae2d
[09:24:27 | 25-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:24:31 | 25-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:20:38 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdb5c1cc2dee2da8f3826f32e0ff26d42304a9f34aed7495da8307f1f6c22f159
[09:23:41 | 26-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:23:44 | 26-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:20:52 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x70559f83d91de6a39a3b3a67b7aec7a792d036d129dea5d2703c239ee4406a36
[09:23:55 | 27-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:23:58 | 27-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:22:17 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5a019963247f5f7d9bd048491a9903d12c2ef68d686273a3dc37250562ab2475
[09:25:20 | 28-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:25:23 | 28-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:19:02 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x25e89e872cb11d4d40f8142180f176a8b94ecd7917f45f11c0ad6bf66ef8dab2
[09:22:06 | 29-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:22:08 | 29-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:27:37 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x12e535d29a336cc8caccd6b7225332aeb195f13eea0cfc711210fc2bcc961c4c
[09:30:41 | 30-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:30:44 | 30-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:27:03 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x578c2c0714ccd170b8ff6ec79f9e6e1c8da5cc991866ff7becf74f6d5847707c
[09:30:06 | 31-03-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:30:09 | 31-03-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:40:37 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x06bbf5da27fc265a60aefa4a02dca50c20d01f963ec7dd1672c98f02ba840b58
[09:43:40 | 01-04-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:43:43 | 01-04-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:23:15 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb65e9abd4a93d4cd0e5b64bd17c7d60fae2a8266a85a98c995eb7452b23e788b
[09:26:18 | 02-04-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:26:21 | 02-04-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:22:04 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2b1a78e197c4f8a127cda036c59a78ff959747580ccd1e69aca3bb65845745eb
[09:25:07 | 03-04-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:25:10 | 03-04-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:21:28 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x39d256b09099fad153af60c4c68bd85d1d453b0ef3fbae3871d7c0ccc4f6c759
[09:24:31 | 04-04-2025] Transfer Task failed for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a: Request failed with status code 400
[09:24:34 | 04-04-2025] Bridge Task successful for 0x3dF84e5026Fe88836628F5aE477eB4Af4FdD441a
Error:
[09:19:16 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd934e1bd6f9f0a9cd2f60e3601e5374da1c93dfa82d2df24239dab6b0a76b8b1
